,0
7754,"„Vyriausybė vykdo tuos įsipareigojimus, kurie pasirašyti. Profesinės sąjungos kalba apie naują sutartį, kuriai pasirašyti nebuvo suteikti Vyriausybės įgaliojimai Švietimo, mokslo ir sporto ministerijai. Tai jos tiesiog nėra“, – kalbėjo S.Skvernelis."
7755,"Tačiau pateikusi išvadą dėl kolektyvinės sutarties atnaujinimo Vyriausybės kanceliarijos teisės grupė teigia, kad naujo Ministrų kabineto nutarimo dėl įgaliojimų nereikia."
7756,"Tuo remiasi profsąjungos lyderis E.Milešinas, argumentuodamas, kad susitarimas dėl papildomų pinigų mokytojų algoms galioja."
7757,"„Galiu pasakyti iš karto, šiandien (trečiadienį) kaip tik skaičiau išvadą, kad Vyriausybė yra suteikusi įgaliojimus pasirašyti Lietuvos švietimo ir mokslo šakos kolektyvinę sutartį 2017 metų spalio 25 dieną“, – BNS sakė E.Milešinas."
7758,"„Manau, kad įvyko kažkoks nesusikalbėjimas Vyriausybėje“, – teigė profsąjungos pirmininkas."
7759,"Ketvirtadienį paskelbtame pareiškime E.Milešinas teigė, kad įsipareigojimai didinti mokytojų algas yra numatyti ne tik švietimo, bet ir nacionalinėje kolektyvinėje sutartyje bei Vyriausybės Seimui pateiktoje strategijoje dėl viešojo sektoriaus darbuotojų algų kėlimo iki 2025 metų."
7760,"Švietimo ministro atstovas spaudai sakė, kad švietimo ir mokslo šakos kolektyvinės sutarties pakeitimo projektas liepą buvo išsiųstas derinti Socialinės apsaugos ir Finansų ministerijoms."
7761,"Pasak jo, Finansų ministerija „atkreipė dėmesį į ribotas valstybės finansines galimybes ir siūlė į sutartį įtraukti tas nuostatas, dėl kurių finansavimo jau buvo sutarta derybose dėl 2020 metų biudžeto projekto“."
7762,"Nepaisant šios pozicijos, Švietimo ministerija teikė pilną suderėtą sutarties atnaujinimo projektą, nors ir pabrėžė, kad jo nuostatos turi būti suderintos su valstybės finansinėmis galimybėmis."
7763,"„Papildomų valstybės biudžeto lėšų skyrimas nėra vien tik švietimo, mokslo ir sporto ministro valios klausimas – tokius sprendimus priima visa Vyriausybė, o patį biudžetą tvirtina Seimas“, – sakė K.Butvydas."
7764,Apie galimą streiką neseniai pranešė ir Andriaus Navicko vadovaujama Lietuvos švietimo darbuotojų profesinė sąjunga.
7765,"Ji nėra pasirašiusi 2017 metų kolektyvinės sutarties, nes siekia išsiderėti dėl papildomų priemonių gerinti pedagogų darbo sąlygas."
7766,"A.Navickas teigia, kad Švietimo ministerija yra pateikusi kompromisinius siūlymus dėl šių sąlygų, bet jiems nepritarus profsąjunga svarstytų streikuoti."
7767,"„Jeigu pritarimo nebus, svarstysime streiko skelbimo klausimą“, – BNS sakė A.Navickas."
7768,Išplėstinis profsąjungos tarybos posėdis vyks jos būstinėje Vilniuje.
7769,"Ši pedagogų bendruomenė reikalauja taisyti etatinį mokytojų apmokėjimo modelį, patvirtinti švietimo darbuotojų algų kėlimo programą, mažinti mokinių skaičių klasėse."
7770,"A.Navicko profsąjunga pernai streikavo maždaug mėnesį, protesto metu buvo atleista tuometinė švietimo ministrė Jurgita Petrauskienė."
7771,"A.Navickas teigė, kad palaiko ir E.Milešino profsąjungos reikalavimus."
7772,"Pirmas mėnesis – tik 0,99 Eur, 
vėliau – 4.99 Eur/mėn."
7773,"59,88 Eur/met."
7774,Jūs gausite:
7775,"
                *Mokant telefonu yra įskaičiuojamas papildomas operatoriaus paslaugos mokestis. Tuo tarpu mokėjimas banko kortele – jums nieko papildomai nekainuos.
            "
7776,"

Turite dovanų kodą?
"
7777,Nurodytos kainos galioja tik fiziniams asmenims.
7778,Prenumeratų pasiūlymai įmonėms ir organizacijoms – prenumerata@15min.lt.
7779,< Grįžti atgal
7780,< Grįžti atgal
7781,< Grįžti atgal
7782,"Nesi registruotas skaitytojas?
            Registruokis
"
7783,< Grįžti atgal
7784,Esi registruotas skaitytojas? Prisijunk
7785,< Grįžti atgal
7786,=======================================================================
7787,239
7788,=======================================================================
7789,"Ši profsąjunga lapkritį planuoja skelbti streiką. Anot jos, Švietimo ministerija šįmet parengtoje kolektyvinėje sutartyje įsipareigojo įvairių grandžių pedagogų algoms kitąmet papildomai skirti beveik 118 mln. eurų, tačiau 2020 metų valstybės biudžeto projekte papildomai numatyti tik 55,5 mln. eurų."
7790,"Trečiadienį premjeras S.Skvernelis perspėjo, kad streikas rezultatų neduos ir paragino „sėsti ir kalbėtis“. Jis taip pat pareiškė, kad Vyriausybė, rengdama biudžeto projektą, neprisiėmė jokių kolektyvinėje sutartyje numatytų įsipareigojimų."
7791,"„Vyriausybė vykdo tuos įsipareigojimus, kurie pasirašyti. Profesinės sąjungos kalba apie naują sutartį, kuriai pasirašyti nebuvo suteikti Vyriausybės įgaliojimai Švietimo, mokslo ir sporto ministerijai. Tai jos tiesiog nėra“, – kalbėjo ministras pirmininkas."
7792,"Streiką planuojanti profsąjunga ketvirtadienį savo interneto svetainėje paskelbė „jaučianti pareigą priminti premjerui, kada, kokiais dokumentais ir kokius įsipareigojimus Vyriausybė yra prisiėmusi“ ir išvardijo tuos dokumentus."
7793,"„Mes suprantame, kad ši strategija dar turi būti patvirtinta Seime, tačiau Vyriausybė kaip institucija, planuojanti kiekvienų metų biudžeto projektą, privalo numatyti ir lėšas savo siūlomų strategijų įgyvendinimui“, – nurodė LŠMPS."
7794,"Profsąjunga įsitikinusi, kad nereikalauja nieko, „ko Vyriausybė nebūtų įsipareigojusi įvykdyti, ir kas jau šiuo metu nėra teisėti švietimo bendruomenės atstovų lūkesčiai“."
7795,"„Tai, kad švietimo, mokslo ir sporto ministras Algirdas Monkevičius nepasirašo naujų įsipareigojimų, kuriuos suderėjo su švietimo profesinėmis sąjungomis 2019 m. liepos 11 d., neturi jokios reikšmės. Šie nauji įsipareigojimai tik detalizuoja 2017 m. pasirašytos kolektyvinės sutarties nuostatas“, – patikino profsąjunga."
7796,"Vyriausybės kanceliarijos teisės grupė, anot jos, yra viešai paskelbusi, kad „naujiems įsipareigojimams prisiimti Švietimo, mokslo ir sporto ministerijai specialių įgaliojimų suteikti nereikia ir ministras bet kada gali pasirašyti šakos kolektyvinės sutarties atnaujinimą“."
7797,"„Švietimo bendruomenei yra visiškai nesvarbu kas, kada ir dėl kokių priežasčių delsia ar negali (nenori?) pasirašyti po įsipareigojimais, – teigiama svetainėje. – Vyriausybei neradus galimybės įvykdyti prisiimtus įsipareigojimus, LŠMPS turi teisę naudotis jiems suteikta kraštutine priemone – skelbti švietimo šakos streiką šalies mastu.“"
7798,"Streiką profsąjunga žada skelbti lapkričio viduryje, apie jį svarsto ir kita – Andriaus Navicko vadovaujama – Švietimo darbuotojų profsąjunga."
7799,"Siūlymą taisyti, o ne pasirašyti švietimo ir mokslo šakos kolektyvinę sutartį Vyriausybės kanceliarija pateikė spalio 11-ąją. Anot jos, derybos dėl sutarties turėjo būti baigtos iki tol, kol Finansų ministerija nepradėjo rengti biudžeto projekto."
7800,"Kanceliarija paragino kolektyvinės sutarties projektą rengti švietimo, mokslo ir sporto ministro valdymo sričiai nustatytų 2020–2022 metų maksimalių valstybės biudžeto asignavimų limitų ribose."
7801,Su dokumentu galima susipažinti čia.
7802,"Pirmas mėnesis – tik 0,99 Eur, 
vėliau – 4.99 Eur/mėn."
7803,"59,88 Eur/met."
7804,Jūs gausite:
7805,"
                *Mokant telefonu yra įskaičiuojamas papildomas operatoriaus paslaugos mokestis. Tuo tarpu mokėjimas banko kortele – jums nieko papildomai nekainuos.
            "
7806,"

Turite dovanų kodą?
"
7807,Nurodytos kainos galioja tik fiziniams asmenims.
7808,Prenumeratų pasiūlymai įmonėms ir organizacijoms – prenumerata@15min.lt.
7809,< Grįžti atgal
7810,< Grįžti atgal
7811,< Grįžti atgal
7812,"Nesi registruotas skaitytojas?
            Registruokis
"
7813,< Grįžti atgal
7814,Esi registruotas skaitytojas? Prisijunk
7815,< Grįžti atgal
7816,=======================================================================
7817,240
7818,=======================================================================
7819,"„Streikas parodė ir pernai, kad tikrai neturi jokio racionalumo, tikrai sukelia sumaištį pedagogams, moksleiviams, institucijoms ir baigiasi be jokių rezultatų, – žurnalistams Vyriausybėje sakė premjeras. – Tai aš siūlau sėsti, kalbėtis, ieškoti sprendimo būdų“."
7820,"S.Skvernelis turėjo omenyje pernai metų pabaigoje maždaug mėnesį trukusį Andriaus Navicko vadovaujamos Lietuvos švietimo darbuotojų profesinės sąjungos streiką, jo metu atsistatydino tuometinė švietimo ministrė Jurgita Petrauskienė."
7821,Šįkart apie lapkritį planuojamą streiką paskelbė Egidijaus Milešino vadovaujama Lietuvos švietimo ir mokslo profesinė sąjunga.
7822,"Anot profsąjungos, Švietimo ministerija šiemet pasirašytoje švietimo ir mokslo šakos kolektyvinėje sutartyje įsipareigojo įvairių grandžių pedagogų algoms kitąmet papildomai skirti beveik 118 mln. eurų, tačiau 2020 metų valstybės biudžeto projekte papildomai numatyti tik 55,5 mln. eurų."
7823,"Premjeras pareiškė, kad Vyriausybė nebuvo įsipareigojusi vykdyti šios sutarties."
7824,"„Vyriausybė vykdo tuos įsipareigojimus, kurie pasirašyti. Profesinės sąjungos kalba apie naują sutartį, kuriai pasirašyti nebuvo suteikti Vyriausybės įgaliojimai Švietimo, mokslo ir sporto ministerijai. Tai jos tiesiog nėra“, – kalbėjo S. Skvernelis."
7825,"Seimo Švietimo ir mokslo komiteto pirmininkas Eugenijus Jovaiša šią savaitę registravo siūlymą kitų metų biudžete švietimui papildomai skirti virš 70 mln. eurų tam, kad sutarti su profsąjungomis dalykai būtų įgyvendinti. Politikas siūlo tai padaryti Finansų ministerijai planuojamų asignavimų sąskaita."
7826,"Premjeras pareiškė, kad Vyriausybė nebuvo įsipareigojusi vykdyti šios sutarties."
7827,"S.Skvernelis tvirtino, kad toks pajamų šaltinis yra netinkamas."
7828,"„Užregistruoti galiu ir aš labai daug kaip Seimo narys, 100 mln. eurų kam nors, bet reikia nurodyti ir finansavimo šaltinį. Nurodant finansavimo šaltinį „Finansų ministerijos asignavimų mažinimas“, tai reiškia, kad arba Lietuva turi atsisakyti įsipareigojimų kalbant apie senus, prieš dešimt metų padarytus finansinius įsipareigojimus, (...) arba nemokėti į ES biudžetą savo indėlio. Matyt, nei vienas, nei kitas kelias nėra tinkamas“, – sakė premjeras."
7829,"Šiemet finansavimas Švietimo, mokslo ir sporto ministerijai yra daugiau nei 1 mlrd. 237 mln. eurų, Vyriausybė siūlo jį kitąmet didinti iki beveik 1 mlrd. 280 mln. eurų."
7830,"Šis finansavimas neapima universitetų, kadangi jie yra atskiri asignavimų valdytojai."
7831,"Pirmas mėnesis – tik 0,99 Eur, 
vėliau – 4.99 Eur/mėn."
7832,"59,88 Eur/met."
7833,Jūs gausite:
7834,"
                *Mokant telefonu yra įskaičiuojamas papildomas operatoriaus paslaugos mokestis. Tuo tarpu mokėjimas banko kortele – jums nieko papildomai nekainuos.
            "
7835,"

Turite dovanų kodą?
"
7836,Nurodytos kainos galioja tik fiziniams asmenims.
7837,Prenumeratų pasiūlymai įmonėms ir organizacijoms – prenumerata@15min.lt.
7838,< Grįžti atgal
7839,< Grįžti atgal
7840,< Grįžti atgal
7841,"Nesi registruotas skaitytojas?
            Registruokis
"
7842,< Grįžti atgal
7843,Esi registruotas skaitytojas? Prisijunk
7844,< Grįžti atgal
7845,=======================================================================
7846,241
7847,=======================================================================
7848,"„Biudžetas didėja, tačiau tie akcentai šiuo metu orientuojami į socialinę politiką“, – sakė švietimo, mokslo ir sporto ministras."
7849,"„Tai neleidžia mums 100 proc., kaip mes siekėme kartu su socialiniais partneriais, realizuoti mūsų sumanymų dėl pedagogų darbo užmokesčio“, – pridūrė jis."
7850,Viena didžiausių šalyje mokytojų profsąjungų praėjusią savaitę paskelbė ketinanti streikuoti dėl Vyriausybės planuojamų skirti papildomų pinigų pedagogų algoms.
7851,"Šiemet finansavimas Švietimo, mokslo ir sporto ministerijai yra daugiau nei 1 mlrd. 237 mln. eurų, Vyriausybė siūlo jį kitąmet didinti iki beveik 1 mlrd. 280 mln. eurų."
7852,"Pasak Lietuvos švietimo ir mokslo profesinės sąjungos lyderio Egidijaus Milešino, jeigu politikai netenkins jos reikalavimų dėl biudžeto, mokytojai gali neišeiti į darbą antroje lapkričio pusėje."
7853,"Anot profsąjungos, Vyriausybės atstovai šiemet pasirašytoje švietimo ir mokslo šakos kolektyvinėje sutartyje įsipareigojo įvairių grandžių pedagogų algoms kitąmet papildomai skirti beveik 118 mln. eurų, tačiau biudžeto projekte papildomai numatyti tik 55,5 mln. eurų."
7854,"„Šitas biudžetas, koks jis yra, jis negali mūsų patenkinti“, – pareiškė Švietimo ir mokslo komiteto pirmininkas „valstietis“ Eugenijus Jovaiša."
7855,"Jis šią savaitę registravo siūlymą kitų metų biudžete švietimui papildomai skirti virš 70 mln. eurų tam, kad su profsąjungomis sutarti dalykai būtų įgyvendinti."
7856,"Parlamentaras Gintaras Steponavičius kritikavo biudžeto projektą dėl trūkstamų pinigų švietimo pagalbos specialistams, neformaliajam ugdymui, ikimokykliniam ir priešmokykliniam ugdymui, patyčių prevencijos programoms."
7857,"„Su tokiu biudžetu, kaip jis atrodo dabar, mes keliame grėsmę visos švietimo sistemos tvarumui“, – teigė politikas."
7858,"„Būtų visų bendras noras, kad skurdo mažinimas nepersikeltų į skurdo didinimą tiems, kurie šiandien negaus finansavimo“, – kalbėjo opozicinių konservatorių atstovas Edmundas Pupinis."
7859,"Švietimo ministerijos Ekonomikos departamento direktorė Eglė Radėnienė sakė, kad švietimo biudžetas auga 3,2 proc. ir pagal augimą atsiduria septintoje vietoje tarp visų sričių."
7860,"Šiemet finansavimas Švietimo, mokslo ir sporto ministerijai yra daugiau nei 1 mlrd. 237 mln. eurų, Vyriausybė siūlo jį kitąmet didinti iki beveik 1 mlrd. 280 mln. eurų."
7861,"Šis finansavimas neapima universitetų, kadangi jie yra atskiri asignavimų valdytojai."
7862,"Seimo Švietimo ir mokslo komiteto išvadą dėl biudžeto projekto vėliau rengs E.Jovaiša, „valstietis“ Dainius Kepenis, G.Steponavičius ir konservatorius Vytautas Juozapaitis."
7863,"Pirmas mėnesis – tik 0,99 Eur, 
vėliau – 4.99 Eur/mėn."
7864,"59,88 Eur/met."
7865,Jūs gausite:
7866,"
                *Mokant telefonu yra įskaičiuojamas papildomas operatoriaus paslaugos mokestis. Tuo tarpu mokėjimas banko kortele – jums nieko papildomai nekainuos.
            "
7867,"

Turite dovanų kodą?
"
7868,Nurodytos kainos galioja tik fiziniams asmenims.
7869,Prenumeratų pasiūlymai įmonėms ir organizacijoms – prenumerata@15min.lt.
7870,< Grįžti atgal
7871,< Grįžti atgal
7872,< Grįžti atgal
7873,"Nesi registruotas skaitytojas?
            Registruokis
"
7874,< Grįžti atgal
7875,Esi registruotas skaitytojas? Prisijunk
7876,< Grįžti atgal
7877,=======================================================================
7878,242
7879,=======================================================================
7880,"I.Illichius skelbia: „Mokykla – blogiau už kalėjimą“; „Mokykla – kaip reklamos agentūra, įpratinanti tikėti, kad tau reikalinga būtent tokia visuomenė, kokia yra dabar.“ Švietimo sistema dabar yra visiškai iškreipusi mokymosi prasmę bei žinių vertės suvokimą. Autoritetu laikomi mokytojai kala į mokinių galvas daugybę vargiai reikalingų faktų, o visi tie įtampos kupini metai, praleisti mokykloje, nejučia formuoja „teisingą“ požiūrį į gyvenimą. Tokį, kuris būtų patogus nusistovėjusiai tvarkai. Mokykla „muštruoja“, o ne suteikia kritinį laisvą mąstymą. Kitaip ir negali būti, nes ji yra tam, kad paruoštų mus tarnauti kitoms visuomenės institucijoms, kitaip tariant, gyventi paklusniai. Modernios švietimo sistemos pasekmė – mūsų dabartinė visuomenė, įsitikinusi, jog pažymiais ir diplomų skaičiumi galima nusakyti žmogaus išsilavinimą – ir kartu jo ekonominę naudą visuomenės gerovei. O tai ydinga. I.Illichius siūlo mąstyti apie mokymąsi be privalomų mokyklų."
7881,"Anot I.Illichiaus, viena labiausiai liūdinančių švietimo sistemos sudedamųjų dalių – neteisinga motyvacija. Mokymo ir mokymosi procesas apkarsta tiek mokytojams, tiek mokiniams, nes šie priversti įsiminti daugybę dalykų (kurių didžioji dalis jų visiškai nedomina). Sistema užmerkia akis prieš tikrąją mokymosi paskirtį – praplėsti akiratį, formuoti platų ir kritišką požiūrį į pasaulį, įgyti esminių gyvenimui būtinų įgūdžių. Vietoj to mokiniai nuolat patiria stresą konkuruodami dėl pažymių, kurie labai retai parodo, koks žinių bagažas iš tikrųjų sukauptas. Aklas kalimas padeda gauti „gerą“ įvertinimą, pradžiuginti tėvus bei tapti pranašesniam už bendraklasius. Kai kurie mokiniai neapsikenčia ir maištauja jausdami absurdą, bet daugelis pasiduoda ir susitaiko."
